educ_id,education,major,person_id
6263,2,English,6263
6264,2,Psychology,6264
6265,3,Nursing,6265
6266,3,Psychology,6266
6267,1,No Degree,6267
6268,3,Engineering,6268
6269,2,No Degree,6269
6270,3,Nursing,6270
6271,3,Healthcare,6271
6272,1,CA,6272
6273,2,Engineering,6273
6274,2,I.T.,6274
6275,3,Mathematics,6275
6276,3,Law,6276
6277,3,Mathematics,6277
6278,2,Mathematics,6278
6279,1,No Degree,6279
6280,3,I.T.,6280
6281,2,Doctor,6281
6282,2,No Degree,6282
6283,1,I.T.,6283
6284,1,Psychology,6284
6285,3,Business/Management,6285
6286,2,No Degree,6286
6287,3,Accounting,6287
6288,3,Business/Management,6288
6289,3,No Degree,6289
6290,3,Business/Management,6290
6291,2,Law,6291
6292,2,No Degree,6292
6293,1,English,6293
6294,2,No Degree,6294
6295,3,Creative Writing/Arts,6295
6296,4,No Degree,6296
6297,3,Pharmacy/Medical,6297
6298,2,No Degree,6298
6299,1,Engineering,6299
6300,2,Pharmacy/Medical,6300
6301,3,Psychology,6301
6302,3,English,6302
6303,2,Psychology,6303
6304,2,No Degree,6304
6305,3,Pharmacy/Medical,6305
6306,3,Psychology,6306
6307,3,Accounting,6307
6308,2,No Degree,6308
6309,1,No Degree,6309
6310,3,Communications,6310
6311,3,Nursing,6311
6312,3,I.T.,6312
6313,1,No Degree,6313
6314,2,No Degree,6314
6315,1,No Degree,6315
6316,4,Marketing/Finance,6316
6317,2,Engineering,6317
6318,2,No Degree,6318
6319,3,I.T.,6319
6320,2,No Degree,6320
6321,3,Psychology,6321
6322,2,Business/Management,6322
6323,3,Physiotherapy,6323
6324,1,No Degree,6324
6325,3,Teaching,6325
6326,2,I.T.,6326
6327,4,Business/Management,6327
6328,3,English,6328
6329,2,No Degree,6329
6330,2,No Degree,6330
6331,2,No Degree,6331
6332,2,No Degree,6332
6333,4,I.T.,6333
6334,2,No Degree,6334
6335,3,Mathematics,6335
6336,3,Marketing/Finance,6336
6337,3,Pharmacy/Medical,6337
6338,3,Business/Management,6338
6339,2,English,6339
6340,3,Mathematics,6340
6341,2,No Degree,6341
6342,3,Engineering,6342
6343,4,No Degree,6343
6344,3,Accounting,6344
6345,3,Engineering,6345
6346,4,Accounting,6346
6347,3,Nursing,6347
6348,3,Teaching,6348
6349,3,Pharmacy/Medical,6349
6350,3,Business/Management,6350
6351,3,I.T.,6351
6352,3,Engineering,6352
6353,4,Business/Management,6353
6354,3,Business/Management,6354
6355,2,Accounting,6355
6356,1,Engineering,6356
6357,2,No Degree,6357
6358,1,Mathematics,6358
6359,2,Engineering,6359
6360,3,Business/Management,6360
6361,2,No Degree,6361
6362,3,Accounting,6362
6363,2,Physiotherapy,6363
6364,2,No Degree,6364
6365,1,No Degree,6365
6366,2,Engineering,6366
6367,3,Mathematics,6367
6368,2,Engineering,6368
6369,3,No Degree,6369
6370,2,Mathematics,6370
6371,2,Mathematics,6371
6372,2,Accounting,6372
6373,3,Public Relations,6373
6374,2,No Degree,6374
6375,2,Psychology,6375
6376,2,Pharmacy/Medical,6376
6377,2,Fashion,6377
6378,3,Pure Sciences,6378
6379,1,No Degree,6379
6380,3,Engineering,6380
6381,1,I.T.,6381
6382,3,No Degree,6382
6383,1,No Degree,6383
6384,3,Pharmacy/Medical,6384
6385,2,No Degree,6385
6386,2,No Degree,6386
6387,3,Designer,6387
6388,2,Accounting,6388
6389,3,Biology,6389
6390,3,Business/Management,6390
6391,2,No Degree,6391
6392,4,Engineering,6392
6393,3,B.Ed or M.Ed,6393
6394,2,Psychology,6394
6395,4,B.Ed or M.Ed,6395
6396,3,Engineering,6396
6397,2,Psychology,6397
6398,3,Engineering,6398
6399,2,Counselling,6399
6400,2,Accounting,6400
6401,2,Mathematics,6401
6402,2,No Degree,6402
6403,3,Engineering,6403
6404,3,No Degree,6404
6405,3,Pure Sciences,6405
6406,1,Psychology,6406
6407,3,Engineering,6407
6408,3,Nursing,6408
6409,2,Mathematics,6409
6410,2,No Degree,6410
6411,3,Accounting,6411
6412,2,No Degree,6412
6413,4,Business/Management,6413
6414,3,Accounting,6414
6415,3,Marketing/Finance,6415
6416,3,Pure Sciences,6416
6417,3,B.Ed or M.Ed,6417
6418,3,Law,6418
6419,2,Business/Management,6419
6420,3,Pharmacy/Medical,6420
6421,2,English,6421
6422,2,Accounting,6422
6423,3,Engineering,6423
6424,2,Accounting,6424
6425,2,No Degree,6425
6426,1,English,6426
6427,2,Psychology,6427
6428,2,I.T.,6428
6429,3,Pharmacy/Medical,6429
6430,2,Business/Management,6430
6431,2,Psychology,6431
6432,2,No Degree,6432
6433,3,Business/Management,6433
6434,3,I.T.,6434
6435,3,Business/Management,6435
6436,2,Pharmacy/Medical,6436
6437,2,No Degree,6437
6438,2,Accounting,6438
6439,2,No Degree,6439
6440,3,Engineering,6440
6441,3,I.T.,6441
6442,3,Pharmacy/Medical,6442
6443,2,Law,6443
6444,3,English,6444
6445,2,No Degree,6445
6446,2,Mathematics,6446
6447,2,Child Education,6447
6448,3,Pharmacy/Medical,6448
6449,1,I.T.,6449
6450,2,No Degree,6450
6451,2,Psychology,6451
6452,3,I.T.,6452
6453,1,Pharmacy/Medical,6453
6454,2,English,6454
6455,2,No Degree,6455
6456,2,No Degree,6456
6457,3,Business/Management,6457
6458,3,Law,6458
6459,2,English,6459
6460,2,No Degree,6460
6461,4,Creative Writing/Arts,6461
6462,3,Business/Management,6462
6463,3,No Degree,6463
6464,2,Engineering,6464
6465,4,Business/Management,6465
6466,2,Pharmacy/Medical,6466
6467,2,I.T.,6467
6468,3,Mathematics,6468
6469,3,Law,6469
6470,3,Business/Management,6470
6471,2,No Degree,6471
6472,3,Pharmacy/Medical,6472
6473,2,Biology,6473
6474,3,Accounting,6474
6475,2,Pharmacy/Medical,6475
6476,3,Creative Writing/Arts,6476
6477,2,No Degree,6477
6478,2,I.T.,6478
6479,3,Engineering,6479
6480,3,Mathematics,6480
6481,3,Mathematics,6481
6482,3,Accounting,6482
6483,3,Psychology,6483
6484,2,No Degree,6484
6485,3,Engineering,6485
6486,2,Religious Studies,6486
6487,1,No Degree,6487
6488,4,Designer,6488
6489,2,English,6489
6490,2,Pure Sciences,6490
6491,3,Pharmacy/Medical,6491
6492,2,Psychology,6492
6493,2,Business/Management,6493
6494,3,Engineering,6494
6495,3,I.T.,6495
6496,2,Business/Management,6496
6497,2,No Degree,6497
6498,3,Sociology,6498
6499,2,No Degree,6499
6500,3,Media,6500
6501,2,Business/Management,6501
6502,3,Accounting,6502
6503,3,Business/Management,6503
6504,2,Pure Sciences,6504
6505,2,Fashion,6505
6506,4,Engineering,6506
6507,2,I.T.,6507
6508,3,English,6508
6509,3,Business/Management,6509
6510,3,Communications,6510
6511,2,No Degree,6511
6512,1,Pharmacy/Medical,6512
6513,3,Engineering,6513
6514,2,Teaching,6514
6515,3,Business/Management,6515
6516,3,Mathematics,6516
6517,1,Psychology,6517
6518,3,Psychology,6518
6519,1,No Degree,6519
6520,2,Psychology,6520
6521,4,Business/Management,6521
6522,2,Communications,6522
6523,3,Engineering,6523
6524,3,B.Ed or M.Ed,6524
6525,1,Pharmacy/Medical,6525
6526,3,English,6526
6527,2,Psychology,6527
6528,2,No Degree,6528
6529,3,No Degree,6529
6530,2,Pharmacy/Medical,6530
6531,4,Law,6531
6532,3,Religious Studies,6532
6533,3,Engineering,6533
6534,3,Engineering,6534
6535,2,Business/Management,6535
6536,3,Pure Sciences,6536
6537,1,No Degree,6537
6538,3,Nursing,6538
6539,2,English,6539
6540,3,I.T.,6540
6541,3,Mathematics,6541
6542,2,Mathematics,6542
6543,3,Engineering,6543
6544,3,English,6544
6545,3,Creative Writing/Arts,6545
6546,3,Pharmacy/Medical,6546
6547,2,No Degree,6547
6548,4,Communications,6548
6549,3,Engineering,6549
6550,3,Mathematics,6550
6551,2,Mathematics,6551
6552,3,International Relations,6552
6553,3,Business/Management,6553
6554,3,Business/Management,6554
6555,2,Engineering,6555
6556,2,Pharmacy/Medical,6556
6557,2,No Degree,6557
6558,2,No Degree,6558
6559,3,Law,6559
6560,2,Accounting,6560
6561,2,No Degree,6561
6562,4,Fashion,6562
6563,3,Business/Management,6563
6564,2,Pharmacy/Medical,6564
6565,3,No Degree,6565
6566,2,Engineering,6566
6567,2,I.T.,6567
6568,3,Accounting,6568
6569,2,No Degree,6569
6570,2,Mathematics,6570
6571,1,No Degree,6571
6572,4,Accounting,6572
6573,2,Accounting,6573
6574,2,Mathematics,6574
6575,2,Business/Management,6575
6576,3,Creative Writing/Arts,6576
6577,3,Marketing/Finance,6577
6578,2,I.T.,6578
6579,2,Psychology,6579
6580,2,Engineering,6580
6581,3,I.T.,6581
6582,2,Pharmacy/Medical,6582
6583,2,English,6583
6584,2,B.Ed or M.Ed,6584
6585,3,Business/Management,6585
6586,2,No Degree,6586
6587,2,No Degree,6587
6588,1,No Degree,6588
6589,3,Business/Management,6589
6590,2,English,6590
6591,2,Creative Writing/Arts,6591
6592,3,Business/Management,6592
6593,3,Business/Management,6593
6594,3,English,6594
6595,3,Human Resources,6595
6596,2,Psychology,6596
6597,2,No Degree,6597
6598,2,Pharmacy/Medical,6598
6599,2,Engineering,6599
6600,3,Business/Management,6600
6601,3,Engineering,6601
6602,2,Accounting,6602
6603,2,Mathematics,6603
6604,3,Engineering,6604
6605,4,I.T.,6605
6606,3,Accounting,6606
6607,3,Psychology,6607
6608,3,Accounting,6608
6609,1,No Degree,6609
6610,3,Business/Management,6610
6611,3,Business/Management,6611
6612,2,B.Ed or M.Ed,6612
6613,3,Engineering,6613
6614,3,Mathematics,6614
6615,1,No Degree,6615
6616,3,Engineering,6616
6617,3,No Degree,6617
6618,2,No Degree,6618
6619,2,Business/Management,6619
6620,3,Psychology,6620
6621,2,English,6621
6622,3,Banking,6622
6623,3,Business/Management,6623
6624,2,No Degree,6624
6625,2,No Degree,6625
6626,4,English,6626
6627,2,Communications,6627
6628,2,Engineering,6628
6629,3,Communications,6629
6630,4,Engineering,6630
6631,2,Pharmacy/Medical,6631
6632,2,No Degree,6632
6633,3,Nursing,6633
6634,2,English,6634
6635,3,I.T.,6635
6636,3,Pharmacy/Medical,6636
6637,2,No Degree,6637
6638,3,Business/Management,6638
6639,3,No Degree,6639
6640,3,Law,6640
6641,2,No Degree,6641
6642,4,Engineering,6642
6643,2,No Degree,6643
6644,2,Business/Management,6644
6645,3,English,6645
6646,3,Mathematics,6646
6647,2,No Degree,6647
6648,1,Mathematics,6648
6649,3,No Degree,6649
6650,2,No Degree,6650
6651,3,No Degree,6651
6652,2,Languages,6652
6653,2,English,6653
6654,3,Psychology,6654
6655,3,Pharmacy/Medical,6655
6656,3,Engineering,6656
6657,1,Engineering,6657
6658,1,No Degree,6658
6659,2,English,6659
6660,2,I.T.,6660
6661,4,Creative Writing/Arts,6661
6662,4,Mathematics,6662
6663,4,Creative Writing/Arts,6663
6664,2,No Degree,6664
6665,3,No Degree,6665
6666,3,Accounting,6666
6667,3,Law,6667
6668,3,No Degree,6668
6669,2,Engineering,6669
6670,2,Mathematics,6670
6671,2,Accounting,6671
6672,1,I.T.,6672
6673,3,Business/Management,6673
6674,2,No Degree,6674
6675,4,Engineering,6675
6676,3,Creative Writing/Arts,6676
6677,2,No Degree,6677
6678,3,Business/Management,6678
6679,2,English,6679
6680,4,Business/Management,6680
6681,3,Engineering,6681
6682,3,Nursing,6682
6683,2,I.T.,6683
6684,3,Creative Writing/Arts,6684
6685,3,I.T.,6685
6686,2,No Degree,6686
6687,3,Accounting,6687
6688,2,Accounting,6688
6689,3,Business/Management,6689
6690,2,No Degree,6690
6691,2,English,6691
6692,3,Languages,6692
6693,2,No Degree,6693
6694,2,No Degree,6694
6695,3,I.T.,6695
6696,4,Creative Writing/Arts,6696
6697,3,Accounting,6697
6698,2,Mathematics,6698
6699,2,Law,6699
6700,3,Pharmacy/Medical,6700
6701,3,Engineering,6701
6702,2,No Degree,6702
6703,2,Cooking,6703
6704,3,Media,6704
6705,3,Engineering,6705
6706,2,Business/Management,6706
6707,4,Engineering,6707
6708,2,Business/Management,6708
6709,3,English,6709
6710,3,International Relations,6710
6711,3,Business/Management,6711
6712,2,No Degree,6712
6713,3,English,6713
6714,3,Human Resources,6714
6715,1,No Degree,6715
6716,2,No Degree,6716
6717,2,No Degree,6717
6718,2,No Degree,6718
6719,3,Accounting,6719
6720,2,No Degree,6720
6721,2,No Degree,6721
6722,2,Pure Sciences,6722
6723,2,Engineering,6723
6724,4,Business/Management,6724
6725,2,Human Resources,6725
6726,2,No Degree,6726
6727,3,Engineering,6727
6728,2,Psychology,6728
6729,3,No Degree,6729
6730,4,Designer,6730
6731,2,I.T.,6731
6732,2,No Degree,6732
6733,2,No Degree,6733
6734,2,Accounting,6734
6735,3,Law,6735
6736,3,Creative Writing/Arts,6736
6737,3,Law,6737
6738,3,Business/Management,6738
6739,2,Engineering,6739
6740,2,No Degree,6740
6741,3,I.T.,6741
6742,2,Psychology,6742
6743,3,Engineering,6743
6744,3,Creative Writing/Arts,6744
6745,3,I.T.,6745
6746,2,No Degree,6746
6747,3,Pharmacy/Medical,6747
6748,3,No Degree,6748
6749,2,Psychology,6749
6750,2,Therapeutical Studies,6750
6751,1,No Degree,6751
6752,2,No Degree,6752
6753,2,No Degree,6753
6754,3,Business/Management,6754
6755,3,English,6755
6756,2,English,6756
6757,3,Engineering,6757
6758,3,Mathematics,6758
6759,3,Engineering,6759
6760,3,Engineering,6760
6761,2,Business/Management,6761
6762,1,No Degree,6762
6763,3,Business/Management,6763
6764,3,Pure Sciences,6764
6765,3,Engineering,6765
6766,3,English,6766
6767,2,Accounting,6767
6768,1,No Degree,6768
6769,4,English,6769
6770,3,Engineering,6770
6771,2,Accounting,6771
6772,3,Business/Management,6772
6773,3,Accounting,6773
6774,3,I.T.,6774
6775,2,No Degree,6775
6776,2,No Degree,6776
6777,3,Pharmacy/Medical,6777
6778,3,English,6778
6779,3,Creative Writing/Arts,6779
6780,3,Creative Writing/Arts,6780
6781,2,No Degree,6781
6782,2,No Degree,6782
6783,3,Accounting,6783
6784,3,Pure Sciences,6784
6785,3,Psychology,6785
6786,3,Pure Sciences,6786
6787,3,I.T.,6787
6788,2,English,6788
6789,3,Engineering,6789
6790,3,Human Resources,6790
6791,3,Sociology,6791
6792,2,Engineering,6792
6793,2,No Degree,6793
6794,3,Business/Management,6794
6795,2,English,6795
6796,2,No Degree,6796
6797,3,Physiotherapy,6797
6798,2,Philosophy,6798
6799,3,Mathematics,6799
6800,2,Doctor,6800
6801,1,No Degree,6801
6802,3,I.T.,6802
6803,2,Accounting,6803
6804,2,English,6804
6805,3,Marketing/Finance,6805
6806,4,No Degree,6806
6807,1,English,6807
6808,2,No Degree,6808
6809,3,Business/Management,6809
6810,4,Accounting,6810
6811,3,Media,6811
6812,3,Mathematics,6812
6813,1,No Degree,6813
6814,2,B.Ed or M.Ed,6814
6815,3,Banking,6815
6816,1,No Degree,6816
6817,2,No Degree,6817
6818,3,Law,6818
6819,4,Mathematics,6819
6820,3,Engineering,6820
6821,4,B.Ed or M.Ed,6821
6822,3,Child Education,6822
6823,1,No Degree,6823
6824,2,I.T.,6824
6825,3,English,6825
6826,3,I.T.,6826
6827,2,I.T.,6827
6828,3,Creative Writing/Arts,6828
6829,3,Engineering,6829
6830,2,Communications,6830
6831,3,Media,6831
6832,3,Business/Management,6832
6833,3,English,6833
6834,2,No Degree,6834
6835,3,Creative Writing/Arts,6835
6836,3,Accounting,6836
6837,3,English,6837
6838,3,Accounting,6838
6839,3,I.T.,6839
6840,2,Mathematics,6840
6841,2,No Degree,6841
6842,3,English,6842
6843,3,Media,6843
6844,3,I.T.,6844
6845,3,Engineering,6845
6846,2,No Degree,6846
6847,3,Sociology,6847
6848,3,Communications,6848
6849,3,Accounting,6849
6850,1,Doctor,6850
6851,3,Law,6851
6852,3,No Degree,6852
6853,2,Law,6853
6854,2,I.T.,6854
6855,2,Engineering,6855
6856,3,Architecture,6856
6857,2,Pharmacy/Medical,6857
6858,3,Business/Management,6858
6859,3,Engineering,6859
6860,2,Psychology,6860
6861,3,Accounting,6861
6862,1,No Degree,6862
6863,4,Engineering,6863
6864,3,Pharmacy/Medical,6864
6865,2,Pure Sciences,6865
6866,3,No Degree,6866
6867,3,English,6867
6868,1,No Degree,6868
6869,2,Engineering,6869
6870,3,Pharmacy/Medical,6870
6871,2,Mathematics,6871
6872,3,Pharmacy/Medical,6872
6873,2,Business/Management,6873
6874,3,Business/Management,6874
6875,2,No Degree,6875
6876,1,Human Resources,6876
6877,3,Business/Management,6877
6878,2,Business/Management,6878
6879,3,Mathematics,6879
6880,3,Journalism,6880
6881,4,Designer,6881
6882,2,No Degree,6882
6883,3,I.T.,6883
6884,2,No Degree,6884
6885,2,No Degree,6885
6886,2,No Degree,6886
6887,3,Engineering,6887
6888,4,Designer,6888
6889,3,I.T.,6889
6890,3,Business/Management,6890
6891,1,No Degree,6891
6892,3,Pure Sciences,6892
6893,2,I.T.,6893
6894,3,Mathematics,6894
6895,3,Engineering,6895
6896,3,Media,6896
6897,2,No Degree,6897
6898,2,Engineering,6898
6899,2,Psychology,6899
6900,2,No Degree,6900
6901,3,Business/Management,6901
6902,3,Engineering,6902
6903,3,Business/Management,6903
6904,3,Psychology,6904
6905,3,I.T.,6905
6906,2,No Degree,6906
6907,3,Sociology,6907
6908,2,Mathematics,6908
6909,2,I.T.,6909
6910,1,No Degree,6910
6911,3,Mathematics,6911
6912,2,Languages,6912
6913,4,Journalism,6913
6914,3,Engineering,6914
6915,3,Marketing/Finance,6915
6916,3,Business/Management,6916
6917,2,Engineering,6917
6918,4,Creative Writing/Arts,6918
6919,2,No Degree,6919
6920,4,No Degree,6920
6921,3,Accounting,6921
6922,3,Engineering,6922
6923,2,Counselling,6923
6924,3,English,6924
6925,2,Psychology,6925
6926,2,Engineering,6926
6927,3,Engineering,6927
6928,3,Mathematics,6928
6929,4,I.T.,6929
6930,1,Mathematics,6930
6931,3,Engineering,6931
6932,2,No Degree,6932
6933,3,Mathematics,6933
6934,1,English,6934
6935,3,I.T.,6935
6936,2,No Degree,6936
6937,3,Engineering,6937
6938,1,No Degree,6938
6939,2,No Degree,6939
6940,2,No Degree,6940
6941,2,Psychology,6941
6942,2,Law,6942
6943,3,Psychology,6943
6944,1,No Degree,6944
6945,3,Engineering,6945
6946,1,No Degree,6946
6947,2,No Degree,6947
6948,3,Pharmacy/Medical,6948
6949,3,No Degree,6949
6950,3,No Degree,6950
6951,3,No Degree,6951
6952,1,Business/Management,6952
6953,3,B.Ed or M.Ed,6953
6954,3,Mathematics,6954
6955,3,Engineering,6955
6956,3,Pharmacy/Medical,6956
6957,2,No Degree,6957
6958,2,English,6958
6959,3,Biology,6959
6960,3,B.Ed or M.Ed,6960
6961,2,No Degree,6961
6962,3,Business/Management,6962
6963,3,Child Education,6963
6964,2,English,6964
6965,2,No Degree,6965
6966,1,Pharmacy/Medical,6966
6967,4,Business/Management,6967
6968,2,No Degree,6968
6969,2,Accounting,6969
6970,1,Creative Writing/Arts,6970
6971,1,No Degree,6971
6972,2,No Degree,6972
6973,2,No Degree,6973
6974,3,Engineering,6974
6975,2,No Degree,6975
6976,4,Sociology,6976
6977,2,Engineering,6977
6978,3,Mathematics,6978
6979,2,English,6979
6980,2,Business/Management,6980
6981,3,Administration,6981
6982,3,Pure Sciences,6982
6983,3,Business/Management,6983
6984,3,Engineering,6984
6985,2,Human Resources,6985
6986,4,I.T.,6986
6987,2,Pharmacy/Medical,6987
6988,3,Mathematics,6988
6989,4,B.Ed or M.Ed,6989
6990,4,Biology,6990
6991,3,English,6991
6992,2,English,6992
6993,2,Journalism,6993
6994,3,I.T.,6994
6995,3,Marketing/Finance,6995
6996,3,Pure Sciences,6996
6997,3,Pharmacy/Medical,6997
6998,3,Creative Writing/Arts,6998
6999,4,Engineering,6999
7000,3,Business/Management,7000
7001,1,No Degree,7001
7002,1,Accounting,7002
7003,3,Foreign Studies,7003
7004,3,Engineering,7004
7005,3,No Degree,7005
7006,2,Agriculture,7006
7007,1,English,7007
7008,2,Accounting,7008
7009,3,English,7009
7010,3,Engineering,7010
7011,3,Physiotherapy,7011
7012,3,English,7012
7013,3,Mathematics,7013
7014,3,Accounting,7014
7015,3,Pharmacy/Medical,7015
7016,3,Media,7016
7017,3,Islamic Studies,7017
7018,1,No Degree,7018
7019,1,Law,7019
7020,3,Pharmacy/Medical,7020
7021,2,Engineering,7021
7022,3,Mathematics,7022
7023,3,English,7023
7024,2,I.T.,7024
7025,2,Engineering,7025
7026,2,Accounting,7026
7027,3,Engineering,7027
7028,2,Engineering,7028
7029,2,I.T.,7029
7030,2,No Degree,7030
7031,3,Accounting,7031
7032,4,Psychology,7032
7033,2,No Degree,7033
7034,1,No Degree,7034
7035,2,English,7035
7036,2,No Degree,7036
7037,2,No Degree,7037
7038,2,Law,7038
7039,1,English,7039
7040,1,English,7040
7041,3,Pharmacy/Medical,7041
7042,2,Law,7042
7043,3,Pharmacy/Medical,7043
7044,2,Business/Management,7044
7045,3,Designer,7045
7046,3,I.T.,7046
7047,3,Engineering,7047
7048,2,Physiotherapy,7048
7049,2,Child Education,7049
7050,4,Pure Sciences,7050
7051,4,I.T.,7051
7052,3,Creative Writing/Arts,7052
7053,2,International Relations,7053
7054,3,I.T.,7054
7055,2,Accounting,7055
7056,2,English,7056
7057,4,Engineering,7057
7058,2,Business/Management,7058
7059,3,Pharmacy/Medical,7059
7060,3,Pharmacy/Medical,7060
7061,3,English,7061
7062,2,International Relations,7062
7063,2,No Degree,7063
7064,3,Mathematics,7064
7065,3,Accounting,7065
7066,2,Communications,7066
7067,2,English,7067
7068,2,I.T.,7068
7069,1,No Degree,7069
7070,3,Engineering,7070
7071,2,No Degree,7071
7072,3,Accounting,7072
7073,3,Pure Sciences,7073
7074,3,Engineering,7074
7075,4,Marketing/Finance,7075
7076,3,Business/Management,7076
7077,2,No Degree,7077
7078,3,Accounting,7078
7079,3,English,7079
7080,2,No Degree,7080
7081,3,I.T.,7081
7082,3,Business/Management,7082
7083,3,No Degree,7083
7084,2,No Degree,7084
7085,2,Accounting,7085
7086,3,I.T.,7086
7087,3,Pharmacy/Medical,7087
7088,3,Engineering,7088
7089,2,Law,7089
7090,4,Law,7090
7091,3,Psychology,7091
7092,2,Mathematics,7092
7093,3,Designer,7093
7094,3,Marketing/Finance,7094
7095,4,Tourism,7095
7096,2,I.T.,7096
7097,2,No Degree,7097
7098,2,Accounting,7098
7099,3,Engineering,7099
7100,2,Islamic Studies,7100
7101,4,Pharmacy/Medical,7101
7102,3,Creative Writing/Arts,7102
7103,3,Pure Sciences,7103
7104,4,English,7104
7105,3,Child Education,7105
7106,2,Mathematics,7106
7107,3,Engineering,7107
7108,3,Fashion,7108
7109,2,B.Ed or M.Ed,7109
7110,2,Physiotherapy,7110
7111,2,Psychology,7111
7112,3,Business/Management,7112
7113,2,Engineering,7113
7114,1,Psychology,7114
7115,4,English,7115
7116,3,Biology,7116
7117,3,Business/Management,7117
7118,3,Law,7118
7119,3,Law,7119
7120,1,Banking,7120
7121,3,No Degree,7121
7122,3,Psychology,7122
7123,3,I.T.,7123
7124,2,Biology,7124
7125,2,Psychology,7125
7126,2,Engineering,7126
7127,3,Pharmacy/Medical,7127
7128,3,Accounting,7128
7129,3,No Degree,7129
7130,3,Business/Management,7130
7131,2,I.T.,7131
7132,3,Business/Management,7132
7133,3,Law,7133
7134,2,Accounting,7134
7135,3,Law,7135
7136,2,Business/Management,7136
7137,3,Marketing/Finance,7137
7138,3,Mathematics,7138
7139,2,Engineering,7139
7140,3,Architecture,7140
7141,4,Pharmacy/Medical,7141
7142,3,Pure Sciences,7142
7143,3,No Degree,7143
7144,4,Business/Management,7144
7145,3,Business/Management,7145
7146,3,Engineering,7146
7147,3,Pure Sciences,7147
7148,4,Mathematics,7148
7149,3,English,7149
7150,2,Creative Writing/Arts,7150
7151,3,I.T.,7151
7152,3,Engineering,7152
7153,2,Psychology,7153
7154,3,Accounting,7154
7155,2,I.T.,7155
7156,3,Mathematics,7156
7157,2,Psychology,7157
7158,4,No Degree,7158
7159,3,Engineering,7159
7160,2,Law,7160
7161,3,Architecture,7161
7162,4,No Degree,7162
7163,3,Pharmacy/Medical,7163
7164,3,Business/Management,7164
7165,4,I.T.,7165
7166,3,English,7166
7167,3,Engineering,7167
7168,3,No Degree,7168
7169,3,English,7169
7170,2,Engineering,7170
7171,3,Pure Sciences,7171
7172,4,Accounting,7172
7173,3,I.T.,7173
7174,3,Mathematics,7174
7175,2,No Degree,7175
7176,3,Mathematics,7176
7177,2,Pure Sciences,7177
7178,3,Marketing/Finance,7178
7179,2,I.T.,7179
7180,2,Psychology,7180
7181,2,B.Ed or M.Ed,7181
7182,2,Pure Sciences,7182
7183,3,I.T.,7183
7184,3,Engineering,7184
7185,3,Accounting,7185
7186,3,Engineering,7186
7187,3,Pharmacy/Medical,7187
7188,2,Accounting,7188
7189,3,Accounting,7189
7190,3,Business/Management,7190
7191,2,I.T.,7191
7192,2,Mathematics,7192
7193,3,Law,7193
7194,3,Business/Management,7194
7195,3,Pure Sciences,7195
7196,2,Pure Sciences,7196
7197,2,Business/Management,7197
7198,2,English,7198
7199,2,Psychology,7199
7200,3,Engineering,7200
7201,3,No Degree,7201
7202,4,No Degree,7202
7203,3,Engineering,7203
7204,4,Pure Sciences,7204
7205,2,Engineering,7205
7206,2,English,7206
7207,2,Creative Writing/Arts,7207
7208,4,Business/Management,7208
7209,3,English,7209
7210,1,No Degree,7210
7211,2,Engineering,7211
7212,3,Business/Management,7212
7213,4,Business/Management,7213
7214,3,Accounting,7214
7215,3,Communications,7215
7216,2,No Degree,7216
7217,3,Agriculture,7217
7218,3,I.T.,7218
7219,2,Pure Sciences,7219
7220,3,I.T.,7220
7221,3,Economic Development,7221
7222,3,Mathematics,7222
7223,2,No Degree,7223
7224,3,No Degree,7224
7225,1,No Degree,7225
7226,2,Business/Management,7226
7227,2,Languages,7227
7228,2,No Degree,7228
7229,2,Accounting,7229
7230,3,English,7230
7231,2,English,7231
7232,3,English,7232
7233,4,Mathematics,7233
7234,2,I.T.,7234
7235,2,Teaching,7235
7236,4,Business/Management,7236
7237,3,Mathematics,7237
7238,2,No Degree,7238
7239,2,No Degree,7239
7240,3,Engineering,7240
7241,2,Engineering,7241
7242,2,Engineering,7242
7243,4,I.T.,7243
7244,1,No Degree,7244
7245,3,Pure Sciences,7245
7246,3,Mathematics,7246
7247,3,Accounting,7247
7248,2,No Degree,7248
7249,2,Engineering,7249
7250,2,Engineering,7250
7251,2,Engineering,7251
7252,2,No Degree,7252
7253,2,I.T.,7253
7254,3,Business/Management,7254
7255,2,I.T.,7255
7256,3,Business/Management,7256
7257,2,Engineering,7257
7258,2,Law,7258
7259,2,No Degree,7259
7260,1,Mathematics,7260
7261,3,Creative Writing/Arts,7261
7262,3,I.T.,7262
7263,4,Engineering,7263
7264,3,No Degree,7264
7265,3,I.T.,7265
7266,4,Creative Writing/Arts,7266
7267,4,Creative Writing/Arts,7267
7268,2,Accounting,7268
7269,2,No Degree,7269
7270,2,Engineering,7270
7271,2,Creative Writing/Arts,7271
7272,3,Mathematics,7272
7273,2,Engineering,7273
7274,2,Engineering,7274
7275,3,Mathematics,7275
7276,4,Mathematics,7276
7277,3,English,7277
7278,4,Business/Management,7278
7279,2,I.T.,7279
7280,2,No Degree,7280
7281,3,Engineering,7281
7282,2,Designer,7282
7283,2,No Degree,7283
7284,3,English,7284
7285,4,Engineering,7285
7286,3,English,7286
7287,3,Engineering,7287
7288,2,No Degree,7288
7289,3,Engineering,7289
7290,3,Mathematics,7290
7291,3,Pharmacy/Medical,7291
7292,3,Engineering,7292
